Id2,Geography, SEX AND AGE - Total population, SEX AND AGE - Total population - Male, SEX AND AGE - Total population - Female, SEX AND AGE - Median age (years), SEX AND AGE - Under 18 years, SEX AND AGE - Under 18 years - Male, SEX AND AGE - Under 18 years - Female, SEX AND AGE - 18 years and over, SEX AND AGE - 18 years and over - Male, SEX AND AGE - 18 years and over - Female, SEX AND AGE - 18 to 34 years, SEX AND AGE - 18 to 34 years - Male, SEX AND AGE - 18 to 34 years - Female, SEX AND AGE - 35 to 64 years, SEX AND AGE - 35 to 64 years - Male, SEX AND AGE - 35 to 64 years - Female, SEX AND AGE - 65 years and over, SEX AND AGE - 65 years and over - Male, SEX AND AGE - 65 years and over - Female, MARITAL STATUS - Male 15 years and over - Never married, RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS - Population 30 years and over, RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Different state, RESIDENCE 1 YEAR AGO - Population 1 year and over - Abroad,"Estimate; INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Mean earnings (dollars) for full-time, year-round workers: - Male","Estimate; INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Mean earnings (dollars) for full-time, year-round workers: - Female", POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED - All people,YEAR
19780,"Des Moines-West Des Moines, IA Metro Area",570358,49.5,50.5,35.2,148071,52.3,47.7,422287,48.5,51.5,135498,49.3,50.7,223210,49.9,50.1,63579,42.1,57.9,31.4,327919,2.1,0.7,59282,44166,9.9,2010
19820,"Detroit-Warren-Livonia, MI Metro Area",4291843,48.5,51.5,39.3,1040185,51.1,48.9,3251658,47.6,52.4,876601,49.6,50.4,1805925,48.5,51.5,569132,41.8,58.2,36.2,2630614,0.9,0.5,66867,47423,16.6,2010
20500,"Durham-Chapel Hill, NC Metro Area",505933,47.9,52.1,35.3,111094,51.4,48.6,394839,46.9,53.1,139324,48.2,51.8,197825,47.5,52.5,57690,42.2,57.8,39.8,291703,3.7,1.1,60913,48982,18.9,2010
21340,"El Paso, TX Metro Area",804338,48.5,51.5,31.6,241479,51.1,48.9,562859,47.4,52.6,195162,50.3,49.7,285068,47.2,52.8,82629,41.5,58.5,35.8,417283,3.1,1.7,46063,34404,24.3,2010
23420,"Fresno, CA Metro Area",933248,49.9,50.1,30.6,278632,51.0,49.0,654616,49.5,50.5,241568,51.2,48.8,319173,49.8,50.2,93875,43.6,56.4,39.3,475688,0.7,0.5,53983,43097,26.8,2010
24340,"Grand Rapids-Wyoming, MI Metro Area",774540,49.7,50.3,35.5,199642,51.3,48.7,574898,49.1,50.9,181562,50.8,49.2,302530,49.8,50.2,90806,43.3,56.7,34.0,443415,0.9,0.3,57525,39786,16.4,2010
24660,"Greensboro-High Point, NC Metro Area",725282,47.9,52.1,37.8,169664,50.7,49.3,555618,47.1,52.9,167110,47.8,52.2,292774,48.3,51.7,95734,42.0,58.0,35.3,434559,1.9,0.4,54691,38291,18.1,2010
24860,"Greenville-Mauldin-Easley, SC Metro Area",638576,48.7,51.3,37.1,149298,51.0,49.0,489278,48.0,52.0,151808,49.9,50.1,252576,48.7,51.3,84894,42.2,57.8,35.1,377636,3.3,0.3,59182,40207,15.8,2010
25420,"Harrisburg-Carlisle, PA Metro Area",550076,48.7,51.3,39.7,121416,51.6,48.4,428660,47.9,52.1,121726,49.3,50.7,226728,49.2,50.8,80206,42.0,58.0,33.7,339282,1.7,0.4,60263,44397,10.9,2010
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1212956,48.6,51.4,40.1,269611,51.0,49.0,943345,47.9,52.1,258943,50.4,49.6,510521,48.7,51.3,173881,42.0,58.0,37.7,754053,1.9,0.5,74547,55777,10.1,2010
26180,"Honolulu, HI Metro Area",955775,50.0,50.0,38.0,210340,51.2,48.8,745435,49.7,50.3,232590,53.3,46.7,372633,49.8,50.2,140212,43.4,56.6,38.1,575992,4.6,1.7,56181,44187,9.1,2010
26420,"Houston-Sugar Land-Baytown, TX Metro Area",5977092,49.7,50.3,33.1,1668015,51.1,48.9,4309077,49.2,50.8,1474754,50.8,49.2,2318737,49.4,50.6,515586,44.0,56.0,35.5,3280199,1.6,0.8,66183,44808,16.5,2010
26900,"Indianapolis-Carmel, IN Metro Area",1759229,48.7,51.3,35.5,458716,50.9,49.1,1300513,48.0,52.0,407107,49.4,50.6,701436,48.8,51.2,191970,41.9,58.1,33.3,1016745,1.7,0.4,65067,44389,14.8,2010
27140,"Jackson, MS Metro Area",540140,47.7,52.3,35.1,140145,50.9,49.1,399995,46.5,53.5,129247,47.6,52.4,209334,47.5,52.5,61414,41.0,59.0,36.2,307861,1.5,0.3,56234,36792,17.9,2010
27260,"Jacksonville, FL Metro Area",1350198,48.7,51.3,37.6,320596,50.7,49.3,1029602,48.1,51.9,311775,50.1,49.9,554587,48.4,51.6,163240,43.2,56.8,31.9,804510,3.0,0.5,60321,41707,15.3,2010
28140,"Kansas City, MO-KS Metro Area",2035747,48.9,51.1,36.6,520395,51.3,48.7,1515352,48.0,52.0,453345,49.6,50.4,818660,48.8,51.2,243347,42.6,57.4,32.0,1201131,3.6,0.5,62978,43939,12.4,2010
28940,"Knoxville, TN Metro Area",699180,48.5,51.5,39.5,153447,50.9,49.1,545733,47.9,52.1,157931,49.8,50.2,284885,48.5,51.5,102917,43.0,57.0,30.4,430849,2.1,0.4,61813,38376,13.8,2010
29460,"Lakeland-Winter Haven, FL Metro Area",602788,49.2,50.8,40.1,141444,51.5,48.5,461344,48.5,51.5,124538,50.1,49.9,228053,48.8,51.2,108753,46.1,53.9,30.8,371829,2.8,0.5,46025,36000,17.5,2010
29540,"Lancaster, PA Metro Area",520156,48.9,51.1,38.1,128459,51.0,49.0,391697,48.2,51.8,111062,49.4,50.6,201617,49.6,50.4,79018,43.2,56.8,28.9,309738,1.3,0.5,57089,39709,10.5,2010
29820,"Las Vegas-Paradise, NV Metro Area",1954260,50.4,49.6,35.4,488187,51.3,48.7,1466073,50.1,49.9,474749,51.1,48.9,769625,50.4,49.6,221699,46.9,53.1,36.4,1137995,3.9,0.7,55840,44033,15.1,2010
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",701713,49.0,51.0,35.9,169475,51.7,48.3,532238,48.1,51.9,170937,50.1,49.9,276271,48.6,51.4,85030,42.2,57.8,32.3,410111,2.7,0.5,54709,40130,15.2,2010
31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",12849383,49.3,50.7,35.1,3140316,51.1,48.9,9709067,48.8,51.2,3259014,50.9,49.1,5027172,49.0,51.0,1422881,42.8,57.2,42.7,7366034,1.0,0.7,65052,50593,16.3,2010
31140,"Louisville/Jefferson County, KY-IN Metro Area",1287271,48.8,51.2,38.2,309147,51.4,48.6,978124,48.0,52.0,282188,50.0,50.0,530612,48.7,51.3,165324,42.1,57.9,32.6,782121,2.1,0.4,58010,40623,15.3,2010
31540,"Madison, WI Metro Area",569923,49.7,50.3,35.4,125320,51.2,48.8,444603,49.2,50.8,157007,50.9,49.1,225456,49.7,50.3,62140,43.2,56.8,37.8,328809,3.0,0.6,62087,47361,11.8,2010
32580,"McAllen-Edinburg-Mission, TX Metro Area",780087,48.7,51.3,28.3,270275,50.9,49.1,509812,47.5,52.5,191775,48.9,51.1,244893,47.3,52.7,73144,44.8,55.2,35.2,371886,1.1,0.6,41676,31287,33.4,2010
32820,"Memphis, TN-MS-AR Metro Area",1316579,48.1,51.9,35.1,347996,50.9,49.1,968583,47.1,52.9,308712,49.0,51.0,519206,47.6,52.4,140665,40.8,59.2,37.7,748658,2.6,0.3,56531,41363,19.1,2010
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",5582351,48.4,51.6,39.8,1206850,51.1,48.9,4375501,47.7,52.3,1214814,50.0,50.0,2268819,48.5,51.5,891868,42.5,57.5,37.2,3513394,1.6,1.3,58248,41394,17.1,2010
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1557244,48.6,51.4,36.9,382504,50.6,49.4,1174740,47.9,52.1,361136,49.6,50.4,617889,49.0,51.0,195715,41.4,58.6,39.1,914305,1.4,0.2,65786,45216,15.5,2010
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3286195,49.3,50.7,36.0,819395,51.0,49.0,2466800,48.8,51.2,778001,50.2,49.8,1337386,49.6,50.4,351413,42.8,57.2,36.5,1918654,1.9,0.6,71719,52243,10.9,2010
33700,"Modesto, CA Metro Area",515358,49.4,50.6,32.8,147051,51.6,48.4,368307,48.6,51.4,124149,50.4,49.6,189625,48.9,51.1,54533,43.2,56.8,36.0,277808,1.0,0.5,56682,43254,19.9,2010
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1593050,48.9,51.1,35.7,386721,51.4,48.6,1206329,48.1,51.9,391837,49.5,50.5,641610,48.9,51.1,172882,42.5,57.5,34.1,931175,2.8,0.5,62011,44100,15.4,2010
35300,"New Haven-Milford, CT Metro Area",862989,48.1,51.9,39.2,192140,51.0,49.0,670849,47.3,52.7,194475,49.3,50.7,352127,48.3,51.7,124247,41.3,58.7,38.8,528406,1.9,0.5,73750,51375,11.7,2010
35380,"New Orleans-Metairie-Kenner, LA Metro Area",1173327,48.8,51.2,37.1,273381,51.3,48.7,899946,48.0,52.0,282813,49.5,50.5,473771,48.8,51.2,143362,42.3,57.7,38.8,694307,2.6,0.3,61506,41483,17.4,2010
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",18919983,48.1,51.9,37.6,4306657,51.1,48.9,14613326,47.3,52.7,4478486,49.6,50.4,7652610,48.0,52.0,2482230,41.0,59.0,40.4,11457698,1.3,0.9,79199,57627,13.8,2010
35840,"North Port-Bradenton-Sarasota, FL Metro Area",703309,48.0,52.0,49.4,125749,51.1,48.9,577560,47.4,52.6,109466,51.6,48.4,274491,47.0,53.0,193603,45.5,54.5,25.9,499991,3.3,0.7,54671,44191,13.6,2010
36260,"Ogden-Clearfield, UT Metro Area",551173,50.4,49.6,30.0,178533,51.9,48.1,372640,49.7,50.3,140130,50.9,49.1,182769,49.9,50.1,49741,45.6,54.4,28.0,275724,1.7,0.5,60463,38407,10.2,2010
36420,"Oklahoma City, OK Metro Area",1257845,49.4,50.6,34.6,314368,51.6,48.4,943477,48.7,51.3,320260,50.6,49.4,474911,49.1,50.9,148306,43.3,56.7,32.8,710470,3.3,0.4,55244,38577,15.9,2010
36540,"Omaha-Council Bluffs, NE-IA Metro Area",868238,49.3,50.7,34.9,226164,51.2,48.8,642074,48.7,51.3,209351,50.4,49.6,335877,49.2,50.8,96846,43.0,57.0,33.6,492249,2.8,0.4,58703,41597,12.4,2010
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2140795,49.0,51.0,36.2,500261,51.4,48.6,1640534,48.3,51.7,532206,50.4,49.6,843269,48.3,51.7,265059,44.0,56.0,37.1,1250189,2.6,0.9,55292,39588,14.7,2010
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",825706,49.8,50.2,36.3,212329,51.3,48.7,613377,49.2,50.8,188076,52.2,47.8,328698,49.2,50.8,96603,43.7,56.3,36.6,477106,1.6,0.7,72823,54800,10.7,2010
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",543573,49.0,51.0,45.5,107425,50.9,49.1,436148,48.5,51.5,96946,52.0,48.0,228079,48.7,51.3,111123,45.0,55.0,29.2,366085,3.0,0.3,60603,42949,13.4,2010
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5971483,48.3,51.7,38.1,1388000,51.2,48.8,4583483,47.4,52.6,1371923,49.6,50.4,2414689,48.2,51.8,796871,41.4,58.6,39.1,3582093,2.0,0.5,73346,51355,12.7,2010
38060,"Phoenix-Mesa-Glendale, AZ Metro Area",4211213,49.8,50.2,34.7,1111305,51.2,48.8,3099908,49.3,50.7,1011384,51.4,48.6,1570460,49.4,50.6,518064,44.8,55.2,36.1,2384662,3.4,0.6,61009,45541,16.3,2010
38300,"Pittsburgh, PA Metro Area",2356381,48.3,51.7,42.6,473216,51.2,48.8,1883165,47.6,52.4,490531,50.3,49.7,984849,48.9,51.1,407785,41.2,58.8,35.5,1524854,1.9,0.3,62453,44521,12.2,2010
38860,"Portland-South Portland-Biddeford, ME Metro Area",513899,48.6,51.4,41.9,108104,51.9,48.1,405795,47.7,52.3,102740,49.5,50.5,227065,48.5,51.5,75990,42.7,57.3,32.4,332085,2.9,0.2,63097,44065,10.3,2010
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2232496,49.5,50.5,36.9,528482,51.6,48.4,1704014,48.8,51.2,529390,49.7,50.3,921488,49.8,50.2,253136,43.3,56.7,33.9,1343304,3.4,0.7,66265,46858,13.4,2010
39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",670932,50.0,50.0,38.3,167495,51.5,48.5,503437,49.5,50.5,141337,52.5,47.5,280827,49.7,50.3,81273,43.5,56.5,35.2,398908,1.6,0.3,68851,50410,9.4,2010
39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",1601498,48.3,51.7,39.8,346186,51.3,48.7,1255312,47.5,52.5,361904,49.9,50.1,663094,48.4,51.6,230314,41.2,58.8,38.9,986853,2.6,0.7,63880,48426,13.7,2010
39340,"Provo-Orem, UT Metro Area",529970,50.0,50.0,24.6,186038,51.2,48.8,343932,49.4,50.6,174001,50.0,50.0,135069,49.9,50.1,34862,44.6,55.4,33.9,211595,5.0,1.3,60023,35770,14.6,2010
39580,"Raleigh-Cary, NC Metro Area",1137552,48.9,51.1,35.0,297248,51.0,49.0,840304,48.1,51.9,272215,49.7,50.3,466205,48.5,51.5,101884,42.2,57.8,33.6,655086,2.4,0.6,68007,48609,12.9,2010
40060,"Richmond, VA Metro Area",1261317,48.6,51.4,37.8,292608,52.0,48.0,968709,47.5,52.5,287575,49.1,50.9,528070,48.3,51.7,153064,41.8,58.2,35.7,759183,1.8,0.5,66305,47029,11.6,2010
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4245773,49.7,50.3,32.7,1219900,51.1,48.9,3025873,49.2,50.8,1027777,50.9,49.1,1554582,49.4,50.6,443514,44.6,55.4,37.5,2274533,1.3,0.5,55155,45044,17.1,2010
40380,"Rochester, NY Metro Area",1054445,48.5,51.5,39.4,237914,50.8,49.2,816531,47.9,52.1,236387,50.1,49.9,430952,48.5,51.5,149192,42.4,57.6,37.4,637788,1.2,0.3,61359,44170,14.2,2010
40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",2154391,49.1,50.9,35.9,535930,51.3,48.7,1618461,48.3,51.7,514385,50.2,49.8,844812,48.7,51.3,259264,43.2,56.8,37.0,1245984,1.3,0.4,66706,50794,15.1,2010
41180,"St. Louis, MO-IL Metro Area",2815168,48.4,51.6,38.2,669109,51.0,49.0,2146059,47.6,52.4,630059,49.5,50.5,1138818,48.5,51.5,377182,41.7,58.3,33.8,1696267,2.3,0.3,64402,44278,13.3,2010
41620,"Salt Lake City, UT Metro Area",1128988,50.4,49.6,30.9,332175,51.6,48.4,796813,49.9,50.1,306776,51.1,48.9,392566,50.3,49.7,97471,44.2,55.8,33.0,583856,2.5,0.5,59347,41481,13.1,2010
41700,"San Antonio-New Braunfels, TX Metro Area",2157897,49.1,50.9,34.2,579391,50.9,49.1,1578506,48.5,51.5,523298,50.7,49.3,818574,48.5,51.5,236634,43.6,56.4,34.1,1197782,2.4,0.7,53921,40624,16.3,2010
41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",3105989,50.2,49.8,34.6,726048,51.3,48.7,2379941,49.9,50.1,842029,52.9,47.1,1184823,49.6,50.4,353089,43.4,56.6,40.5,1759832,2.4,1.2,65769,50670,14.8,2010
41860,"San Francisco-Oakland-Fremont, CA Metro Area",4345320,49.3,50.7,38.2,921385,51.2,48.8,3423935,48.8,51.2,1036952,50.4,49.6,1836776,49.7,50.3,550207,42.9,57.1,39.8,2711997,1.1,0.9,85801,65526,10.9,2010
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1843255,50.1,49.9,36.2,446079,51.1,48.9,1397176,49.8,50.2,441451,51.9,48.1,752418,50.3,49.7,203307,43.5,56.5,36.8,1096794,1.3,1.4,92242,67052,10.6,2010
42540,"Scranton--Wilkes-Barre, PA Metro Area",564446,48.4,51.6,42.6,114455,50.6,49.4,449991,47.9,52.1,116290,51.0,49.0,232281,49.4,50.6,101420,40.8,59.2,36.4,364715,1.6,0.5,55026,36822,14.9,2010
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3449059,49.8,50.2,36.8,786059,51.2,48.8,2663000,49.4,50.6,847082,50.9,49.1,1442899,50.0,50.0,373019,43.4,56.6,35.8,2073016,2.7,1.1,73360,53039,11.7,2010
44140,"Springfield, MA Metro Area",693141,47.8,52.2,38.7,150452,50.5,49.5,542689,47.0,53.0,167045,48.7,51.3,278953,47.9,52.1,96691,41.7,58.3,40.5,412391,2.0,0.8,60401,46917,15.8,2010
44700,"Stockton, CA Metro Area",687744,49.8,50.2,32.7,201318,51.4,48.6,486426,49.1,50.9,162580,51.1,48.9,252246,49.6,50.4,71600,43.1,56.9,36.8,368286,0.6,0.3,59014,44080,19.2,2010
45060,"Syracuse, NY Metro Area",662757,48.4,51.6,38.5,151640,50.6,49.4,511117,47.7,52.3,153227,49.0,51.0,266551,48.8,51.2,91339,42.4,57.6,38.1,393469,1.9,0.5,59871,44751,14.3,2010
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2789116,48.4,51.6,41.3,589293,50.9,49.1,2199823,47.7,52.3,579911,49.3,50.7,1138223,48.5,51.5,481689,43.8,56.2,33.2,1784942,2.5,0.5,57875,42408,15.4,2010
45780,"Toledo, OH Metro Area",651020,48.6,51.4,37.7,152552,51.3,48.7,498468,47.8,52.2,153410,49.9,50.1,257791,48.6,51.4,87267,41.5,58.5,36.6,382847,2.1,0.2,58180,39668,17.4,2010
46060,"Tucson, AZ Metro Area",982154,49.2,50.8,37.8,225231,51.5,48.5,756923,48.6,51.4,233543,50.6,49.4,371097,48.8,51.2,152283,44.8,55.2,36.0,583034,3.5,0.7,55821,41087,17.8,2010
46140,"Tulsa, OK Metro Area",939345,49.0,51.0,36.5,238156,51.0,49.0,701189,48.3,51.7,211457,50.5,49.5,368043,48.8,51.2,121689,42.9,57.1,30.1,550832,1.9,0.2,57478,37749,15.5,2010
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1675343,49.2,50.8,35.7,394317,51.7,48.3,1281026,48.4,51.6,429037,52.0,48.0,657106,48.0,52.0,194883,42.2,57.8,36.2,953419,4.3,0.6,56999,41817,10.6,2010
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5610082,48.7,51.3,36.0,1334882,51.1,48.9,4275200,48.0,52.0,1383193,49.3,50.7,2331159,48.3,51.7,560848,43.1,56.9,37.9,3314370,4.5,1.1,85963,64779,8.4,2010
48620,"Wichita, KS Metro Area",622367,49.2,50.8,34.9,168185,50.7,49.3,454182,48.7,51.3,143867,49.9,50.1,236269,49.7,50.3,74046,42.9,57.1,30.4,350615,2.2,0.2,54825,38858,13.8,2010
49340,"Worcester, MA Metro Area",799553,49.3,50.7,39.2,187164,51.4,48.6,612389,48.6,51.4,169988,50.7,49.3,340239,49.6,50.4,102162,42.1,57.9,36.9,489001,1.7,0.5,68667,51255,10.8,2010
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",564804,48.5,51.5,42.9,122784,50.9,49.1,442020,47.9,52.1,107448,50.7,49.3,233897,49.2,50.8,100675,41.8,58.2,32.3,364144,1.6,0.3,50151,35442,17.1,2010
